# mRange,cKinked,cIRA,period
5.425815431173734993e-01,5.848195146044976589e-01,5.831024315800489299e-01,2.500000000000000000e+01
5.525815431173735082e-01,5.907882509866309029e-01,5.893159012962576604e-01,2.500000000000000000e+01
5.625815431173735170e-01,5.967569873687641469e-01,5.955293710124665019e-01,2.500000000000000000e+01
5.725815431173735259e-01,6.027257237508973908e-01,6.017428407286752323e-01,2.500000000000000000e+01
5.825815431173735348e-01,6.086944601330306348e-01,6.079563104448840738e-01,2.500000000000000000e+01
5.925815431173735437e-01,6.146631965151638788e-01,6.145035471045965370e-01,2.500000000000000000e+01
6.025815431173735526e-01,6.206319328972970117e-01,6.210653976593071279e-01,2.500000000000000000e+01
6.125815431173735615e-01,6.266006692794302557e-01,6.276272482140176079e-01,2.500000000000000000e+01
6.225815431173735703e-01,6.325694056615634997e-01,6.341890987687283099e-01,2.500000000000000000e+01
6.325815431173735792e-01,6.385381420436967437e-01,6.407509493234389009e-01,2.500000000000000000e+01
6.425815431173735881e-01,6.443840958241495720e-01,6.473127998781493808e-01,2.500000000000000000e+01
6.525815431173735970e-01,6.525815431173735970e-01,6.538746504328598608e-01,2.500000000000000000e+01
6.625815431173736059e-01,6.625815431173736059e-01,6.604365009875704517e-01,2.500000000000000000e+01
6.725815431173736147e-01,6.725815431173736147e-01,6.669983515422809317e-01,2.500000000000000000e+01
6.825815431173736236e-01,6.825815431173736236e-01,6.735602020969916337e-01,2.500000000000000000e+01
6.925815431173736325e-01,6.925815431173736325e-01,6.801237171206822030e-01,2.500000000000000000e+01
7.025815431173736414e-01,7.021182455173998749e-01,6.866989173229944843e-01,2.500000000000000000e+01
7.125815431173736503e-01,7.074933014676166865e-01,6.932741175253067656e-01,2.500000000000000000e+01
7.225815431173736592e-01,7.128683574178333870e-01,6.998493177276191579e-01,2.500000000000000000e+01
7.325815431173736680e-01,7.182434133680503097e-01,7.064245179299314392e-01,2.500000000000000000e+01
7.425815431173736769e-01,7.236184693182672323e-01,7.129997181322438315e-01,2.500000000000000000e+01
7.525815431173736858e-01,7.289935252684839329e-01,7.195749183345561129e-01,2.500000000000000000e+01
7.625815431173736947e-01,7.343685812187007445e-01,7.261501185368683942e-01,2.500000000000000000e+01
7.725815431173737036e-01,7.397436371689175560e-01,7.327253187391806755e-01,2.500000000000000000e+01
7.825815431173737124e-01,7.451186931191344787e-01,7.393005189414929568e-01,2.500000000000000000e+01
7.925815431173737213e-01,7.502268876448691115e-01,7.458757191438053491e-01,2.500000000000000000e+01
8.025815431173737302e-01,7.552678221258551927e-01,7.524509193461176304e-01,2.500000000000000000e+01
8.125815431173737391e-01,7.603087566068416070e-01,7.590261195484299117e-01,2.500000000000000000e+01
8.225815431173737480e-01,7.653496910878279103e-01,7.640925148727313321e-01,2.500000000000000000e+01
8.325815431173737569e-01,7.703906255688139915e-01,7.689358657278956288e-01,2.500000000000000000e+01
8.425815431173737657e-01,7.754315600498002947e-01,7.737792165830598146e-01,2.500000000000000000e+01
8.525815431173737746e-01,7.804724945307865980e-01,7.786225674382238893e-01,2.500000000000000000e+01
8.625815431173737835e-01,7.855134290117727902e-01,7.834659182933882970e-01,2.500000000000000000e+01
8.725815431173737924e-01,7.905543634927589824e-01,7.883092691485524828e-01,2.500000000000000000e+01
8.825815431173738013e-01,7.954540509963140549e-01,7.931526200037166685e-01,2.500000000000000000e+01
8.925815431173738101e-01,8.001346067305070697e-01,7.979959708588808542e-01,2.500000000000000000e+01
9.025815431173738190e-01,8.048151624646998625e-01,8.028393217140450400e-01,2.500000000000000000e+01
9.125815431173738279e-01,8.094957181988928774e-01,8.076826725692094477e-01,2.500000000000000000e+01
9.225815431173738368e-01,8.141762739330855592e-01,8.125260234243736335e-01,2.500000000000000000e+01
9.325815431173738457e-01,8.188568296672785740e-01,8.173693742795378192e-01,2.500000000000000000e+01
9.425815431173738546e-01,8.235373854014713668e-01,8.222127251347020049e-01,2.500000000000000000e+01
9.525815431173738634e-01,8.282179411356642706e-01,8.270560759898663017e-01,2.500000000000000000e+01
9.625815431173738723e-01,8.328984968698571745e-01,8.314201439680032335e-01,2.500000000000000000e+01
9.725815431173738812e-01,8.375790526040501893e-01,8.357555504041579431e-01,2.500000000000000000e+01
9.825815431173738901e-01,8.420330270469560396e-01,8.400909568403127636e-01,2.500000000000000000e+01
9.925815431173738990e-01,8.464163411166609752e-01,8.444263632764674732e-01,2.500000000000000000e+01
1.002581543117373908e+00,8.507996551863659107e-01,8.487617697126224048e-01,2.500000000000000000e+01
1.012581543117373917e+00,8.551829692560706242e-01,8.530971761487771143e-01,2.500000000000000000e+01
1.022581543117373926e+00,8.595662833257756708e-01,8.574325825849319349e-01,2.500000000000000000e+01
1.032581543117373934e+00,8.639495973954804953e-01,8.617679890210867555e-01,2.500000000000000000e+01
1.042581543117373943e+00,8.683329114651854308e-01,8.661033954572414650e-01,2.500000000000000000e+01
1.052581543117373952e+00,8.727162255348902553e-01,8.704388018933962856e-01,2.500000000000000000e+01
1.062581543117373961e+00,8.770995396045951908e-01,8.747742083295511062e-01,2.500000000000000000e+01
1.072581543117373970e+00,8.814828536743001264e-01,8.791096147657058157e-01,2.500000000000000000e+01
1.082581543117373979e+00,8.856332968153954877e-01,8.834450212018605253e-01,2.500000000000000000e+01
1.092581543117373988e+00,8.896922607791042381e-01,8.877804276380153459e-01,2.500000000000000000e+01
1.102581543117373997e+00,8.937512247428129886e-01,8.921158340741701664e-01,2.500000000000000000e+01
1.112581543117374006e+00,8.978101887065216280e-01,8.964363149956098287e-01,2.500000000000000000e+01
1.122581543117374014e+00,9.018691526702302674e-01,9.002738609456555352e-01,2.500000000000000000e+01
1.132581543117374023e+00,9.059281166339391289e-01,9.041114068957013528e-01,2.500000000000000000e+01
1.142581543117374032e+00,9.099870805976477683e-01,9.079489528457471703e-01,2.500000000000000000e+01
1.152581543117374041e+00,9.140460445613565188e-01,9.117864987957928768e-01,2.500000000000000000e+01
1.162581543117374050e+00,9.181050085250652693e-01,9.156240447458385834e-01,2.500000000000000000e+01
1.172581543117374059e+00,9.221639724887740197e-01,9.194615906958845120e-01,2.500000000000000000e+01
1.182581543117374068e+00,9.261483744372589477e-01,9.232991366459302185e-01,2.500000000000000000e+01
1.192581543117374077e+00,9.298785265189772886e-01,9.271366825959761471e-01,2.500000000000000000e+01
1.202581543117374085e+00,9.336086786006955185e-01,9.309742285460218536e-01,2.500000000000000000e+01
1.212581543117374094e+00,9.373388306824137484e-01,9.348117744960675601e-01,2.500000000000000000e+01
1.222581543117374103e+00,9.410689827641318672e-01,9.386493204461132667e-01,2.500000000000000000e+01
1.232581543117374112e+00,9.447991348458500971e-01,9.424868663961591952e-01,2.500000000000000000e+01
1.242581543117374121e+00,9.485292869275683270e-01,9.463244123462049018e-01,2.500000000000000000e+01
1.252581543117374130e+00,9.522594390092866679e-01,9.501619582962506083e-01,2.500000000000000000e+01
1.262581543117374139e+00,9.559895910910047867e-01,9.539995042462964259e-01,2.500000000000000000e+01
1.272581543117374148e+00,9.597197431727231276e-01,9.578370501963422434e-01,2.500000000000000000e+01
1.282581543117374157e+00,9.634498952544413575e-01,9.616745961463880610e-01,2.500000000000000000e+01
1.292581543117374165e+00,9.671136266415286675e-01,9.655121420964337675e-01,2.500000000000000000e+01
1.302581543117374174e+00,9.705232156940433175e-01,9.689304154122341250e-01,2.500000000000000000e+01
1.312581543117374183e+00,9.739328047465578564e-01,9.722051447446290462e-01,2.500000000000000000e+01
1.322581543117374192e+00,9.773423937990723953e-01,9.754798740770239673e-01,2.500000000000000000e+01
1.332581543117374201e+00,9.807519828515869342e-01,9.787546034094188885e-01,2.500000000000000000e+01
1.342581543117374210e+00,9.841615719041014732e-01,9.820293327418138096e-01,2.500000000000000000e+01
1.352581543117374219e+00,9.875711609566161231e-01,9.853040620742087308e-01,2.500000000000000000e+01
1.362581543117374228e+00,9.909807500091306620e-01,9.885787914066036519e-01,2.500000000000000000e+01
1.372581543117374236e+00,9.943903390616453120e-01,9.918535207389985731e-01,2.500000000000000000e+01
1.382581543117374245e+00,9.977999281141598509e-01,9.951282500713934942e-01,2.500000000000000000e+01
1.392581543117374254e+00,1.001209517166674390e+00,9.984029794037884153e-01,2.500000000000000000e+01
1.402581543117374263e+00,1.004619106219188929e+00,1.001677708736183225e+00,2.500000000000000000e+01
1.412581543117374272e+00,1.007870783235911727e+00,1.004952438068578147e+00,2.500000000000000000e+01
1.422581543117374281e+00,1.010990620522001171e+00,1.008227167400973068e+00,2.500000000000000000e+01
1.432581543117374290e+00,1.014110457808090615e+00,1.011501896733367989e+00,2.500000000000000000e+01
1.442581543117374299e+00,1.017230295094179837e+00,1.014776626065762910e+00,2.500000000000000000e+01
1.452581543117374308e+00,1.020350132380269503e+00,1.018051355398157831e+00,2.500000000000000000e+01
1.462581543117374316e+00,1.023469969666358725e+00,1.021326084730552530e+00,2.500000000000000000e+01
1.472581543117374325e+00,1.026589806952448392e+00,1.024600814062947673e+00,2.500000000000000000e+01
1.482581543117374334e+00,1.029709644238537614e+00,1.027875543395342373e+00,2.500000000000000000e+01
1.492581543117374343e+00,1.032829481524627058e+00,1.031150272727737294e+00,2.500000000000000000e+01
1.502581543117374352e+00,1.035949318810716502e+00,1.034425002060132215e+00,2.500000000000000000e+01
1.512581543117374361e+00,1.039069156096805946e+00,1.037410875785615749e+00,2.500000000000000000e+01
1.522581543117374370e+00,1.042188993382895168e+00,1.040210660346700511e+00,2.500000000000000000e+01
1.532581543117374379e+00,1.045289931462669353e+00,1.043010444907785494e+00,2.500000000000000000e+01
1.542581543117374387e+00,1.048143845960246789e+00,1.045810229468870034e+00,2.500000000000000000e+01
1.552581543117374396e+00,1.050997760457824226e+00,1.048610014029954796e+00,2.500000000000000000e+01
1.562581543117374405e+00,1.053851674955401663e+00,1.051409798591039557e+00,2.500000000000000000e+01
1.572581543117374414e+00,1.056705589452979321e+00,1.054209583152124541e+00,2.500000000000000000e+01
1.582581543117374423e+00,1.059559503950556758e+00,1.057009367713209080e+00,2.500000000000000000e+01
1.592581543117374432e+00,1.062413418448134195e+00,1.059809152274294064e+00,2.500000000000000000e+01
1.602581543117374441e+00,1.065267332945711631e+00,1.062608936835378604e+00,2.500000000000000000e+01
1.612581543117374450e+00,1.068121247443289290e+00,1.065408721396463587e+00,2.500000000000000000e+01
1.622581543117374459e+00,1.070975161940866727e+00,1.068208505957548127e+00,2.500000000000000000e+01
1.632581543117374467e+00,1.073829076438444385e+00,1.071008290518633110e+00,2.500000000000000000e+01
1.642581543117374476e+00,1.076682990936021822e+00,1.073808075079717872e+00,2.500000000000000000e+01
1.652581543117374485e+00,1.079536905433599259e+00,1.076607859640802634e+00,2.500000000000000000e+01
1.662581543117374494e+00,1.082390819931176695e+00,1.079407644201887395e+00,2.500000000000000000e+01
1.672581543117374503e+00,1.085101807609283764e+00,1.082207428762972157e+00,2.500000000000000000e+01
1.682581543117374512e+00,1.087720155250262222e+00,1.085007213324056918e+00,2.500000000000000000e+01
1.692581543117374521e+00,1.090338502891240902e+00,1.087806997885141680e+00,2.500000000000000000e+01
1.702581543117374530e+00,1.092956850532219581e+00,1.090606782446226442e+00,2.500000000000000000e+01
1.712581543117374538e+00,1.095575198173198261e+00,1.093406567007311203e+00,2.500000000000000000e+01
1.722581543117374547e+00,1.098193545814176941e+00,1.096206351568395965e+00,2.500000000000000000e+01
1.732581543117374556e+00,1.100811893455155399e+00,1.099006136129480726e+00,2.500000000000000000e+01
1.742581543117374565e+00,1.103430241096134301e+00,1.101805920690565488e+00,2.500000000000000000e+01
1.752581543117374574e+00,1.106048588737112981e+00,1.104599709389362250e+00,2.500000000000000000e+01
1.762581543117374583e+00,1.108666936378091439e+00,1.107029313260023295e+00,2.500000000000000000e+01
1.772581543117374592e+00,1.111285284019070119e+00,1.109458917130684563e+00,2.500000000000000000e+01
1.782581543117374601e+00,1.113903631660048799e+00,1.111888521001345387e+00,2.500000000000000000e+01
1.792581543117374610e+00,1.116521979301027478e+00,1.114318124872006432e+00,2.500000000000000000e+01
1.802581543117374618e+00,1.119140326942006380e+00,1.116747728742667700e+00,2.500000000000000000e+01
1.812581543117374405e+00,1.121758674582984838e+00,1.119177332613328524e+00,2.500000000000000000e+01
1.822581543117374636e+00,1.124190272574726590e+00,1.121606936483989791e+00,2.500000000000000000e+01
1.832581543117374867e+00,1.126607956411830980e+00,1.124036540354650837e+00,2.500000000000000000e+01
1.842581543117374654e+00,1.129025640248935369e+00,1.126466144225311883e+00,2.500000000000000000e+01
1.852581543117374441e+00,1.131443324086039537e+00,1.128895748095972928e+00,2.500000000000000000e+01
1.862581543117374672e+00,1.133861007923143926e+00,1.131325351966633974e+00,2.500000000000000000e+01
1.872581543117374903e+00,1.136278691760248538e+00,1.133754955837295242e+00,2.500000000000000000e+01
1.882581543117374689e+00,1.138696375597352706e+00,1.136184559707956065e+00,2.500000000000000000e+01
1.892581543117374476e+00,1.141114059434456873e+00,1.138614163578617111e+00,2.500000000000000000e+01
1.902581543117374707e+00,1.143531743271561485e+00,1.141043767449278157e+00,2.500000000000000000e+01
1.912581543117374938e+00,1.145949427108665875e+00,1.143473371319939424e+00,2.500000000000000000e+01
1.922581543117374725e+00,1.148367110945770264e+00,1.145902975190600470e+00,2.500000000000000000e+01
1.932581543117374512e+00,1.150784794782874432e+00,1.148332579061261516e+00,2.500000000000000000e+01
1.942581543117374743e+00,1.153202478619979043e+00,1.150762182931922561e+00,2.500000000000000000e+01
1.952581543117374974e+00,1.155620162457083433e+00,1.153191786802583607e+00,2.500000000000000000e+01
1.962581543117374760e+00,1.158037846294187601e+00,1.155621390673244653e+00,2.500000000000000000e+01
1.972581543117374547e+00,1.160455530131291990e+00,1.158050994543905698e+00,2.500000000000000000e+01
1.982581543117374778e+00,1.162750473164398279e+00,1.160480598414566966e+00,2.500000000000000000e+01
1.992581543117375009e+00,1.165008767145080615e+00,1.162910202285228012e+00,2.500000000000000000e+01
2.002581543117374796e+00,1.167267061125763172e+00,1.165339806155889057e+00,2.500000000000000000e+01
2.012581543117374583e+00,1.169525355106445286e+00,1.167769410026550103e+00,2.500000000000000000e+01
2.022581543117374814e+00,1.171783649087127621e+00,1.170199013897211149e+00,2.500000000000000000e+01
2.032581543117375045e+00,1.174041943067809957e+00,1.172628617767872194e+00,2.500000000000000000e+01
2.042581543117374832e+00,1.176300237048492292e+00,1.175007309985489856e+00,2.500000000000000000e+01
2.052581543117374618e+00,1.178558531029174627e+00,1.177187333954457849e+00,2.500000000000000000e+01
2.062581543117374849e+00,1.180816825009857185e+00,1.179367357923426063e+00,2.500000000000000000e+01
2.072581543117375080e+00,1.183075118990539742e+00,1.181547381892394055e+00,2.500000000000000000e+01
2.082581543117374867e+00,1.185333412971222078e+00,1.183727405861362270e+00,2.500000000000000000e+01
2.092581543117374654e+00,1.187591706951904413e+00,1.185907429830330040e+00,2.500000000000000000e+01
2.102581543117374885e+00,1.189850000932586749e+00,1.188087453799298032e+00,2.500000000000000000e+01
2.112581543117375116e+00,1.192108294913269084e+00,1.190267477768266247e+00,2.500000000000000000e+01
2.122581543117374903e+00,1.194366588893951420e+00,1.192447501737234239e+00,2.500000000000000000e+01
2.132581543117374689e+00,1.196624882874633977e+00,1.194627525706202231e+00,2.500000000000000000e+01
2.142581543117374920e+00,1.198883176855316313e+00,1.196807549675170224e+00,2.500000000000000000e+01
2.152581543117375151e+00,1.201141470835998648e+00,1.198987573644138438e+00,2.500000000000000000e+01
2.162581543117374938e+00,1.203307270263610729e+00,1.201167597613106430e+00,2.500000000000000000e+01
2.172581543117374725e+00,1.205446931173817404e+00,1.203347621582074423e+00,2.500000000000000000e+01
2.182581543117374956e+00,1.207586592084023858e+00,1.205527645551042415e+00,2.500000000000000000e+01
2.192581543117375187e+00,1.209726252994230755e+00,1.207707669520010629e+00,2.500000000000000000e+01
2.202581543117374974e+00,1.211865913904437209e+00,1.209887693488978400e+00,2.500000000000000000e+01
2.212581543117374760e+00,1.214005574814643662e+00,1.212067717457946614e+00,2.500000000000000000e+01
2.222581543117374991e+00,1.216145235724850560e+00,1.214247741426914606e+00,2.500000000000000000e+01
2.232581543117375222e+00,1.218284896635057013e+00,1.216427765395882599e+00,2.500000000000000000e+01
2.242581543117375009e+00,1.220424557545263688e+00,1.218607789364850813e+00,2.500000000000000000e+01
2.252581543117374796e+00,1.222564218455470142e+00,1.220787813333818583e+00,2.500000000000000000e+01
2.262581543117375027e+00,1.224703879365677039e+00,1.222967837302786798e+00,2.500000000000000000e+01
2.272581543117375258e+00,1.226843540275883715e+00,1.225147861271755012e+00,2.500000000000000000e+01
2.282581543117375045e+00,1.228983201186090168e+00,1.227327885240722782e+00,2.500000000000000000e+01
2.292581543117374832e+00,1.231122862096296622e+00,1.229507909209690775e+00,2.500000000000000000e+01
2.302581543117375062e+00,1.233262523006503297e+00,1.231687933178658989e+00,2.500000000000000000e+01
2.312581543117375293e+00,1.235402183916709973e+00,1.233867957147626981e+00,2.500000000000000000e+01
2.322581543117375080e+00,1.237541844826916648e+00,1.236047981116594974e+00,2.500000000000000000e+01
2.332581543117374867e+00,1.239681505737123102e+00,1.238228005085562966e+00,2.500000000000000000e+01
2.342581543117375098e+00,1.241821166647329777e+00,1.240408029054531180e+00,2.500000000000000000e+01
2.352581543117375329e+00,1.243960827557536453e+00,1.242588053023499173e+00,2.500000000000000000e+01
2.362581543117375116e+00,1.246052413601070219e+00,1.244768076992467165e+00,2.500000000000000000e+01
2.372581543117374903e+00,1.248102087052572973e+00,1.246948100961435157e+00,2.500000000000000000e+01
2.382581543117375134e+00,1.250151760504075726e+00,1.249097815240705511e+00,2.500000000000000000e+01
2.392581543117375364e+00,1.252201433955578480e+00,1.251120490295424492e+00,2.500000000000000000e+01
2.402581543117375151e+00,1.254251107407081012e+00,1.253143165350143251e+00,2.500000000000000000e+01
2.412581543117374938e+00,1.256300780858583765e+00,1.255165840404862232e+00,2.500000000000000000e+01
2.422581543117375169e+00,1.258350454310086519e+00,1.257188515459581213e+00,2.500000000000000000e+01
2.432581543117375400e+00,1.260400127761589273e+00,1.259211190514299972e+00,2.500000000000000000e+01
2.442581543117375187e+00,1.262449801213091805e+00,1.261233865569018953e+00,2.500000000000000000e+01
2.452581543117374974e+00,1.264499474664594558e+00,1.263256540623737489e+00,2.500000000000000000e+01
2.462581543117375205e+00,1.266549148116097312e+00,1.265279215678456692e+00,2.500000000000000000e+01
2.472581543117375436e+00,1.268598821567600066e+00,1.267301890733175451e+00,2.500000000000000000e+01
2.482581543117375222e+00,1.270648495019102597e+00,1.269324565787894432e+00,2.500000000000000000e+01
2.492581543117375009e+00,1.272698168470605351e+00,1.271347240842613413e+00,2.500000000000000000e+01
2.502581543117375240e+00,1.274747841922108105e+00,1.273369915897332394e+00,2.500000000000000000e+01
2.512581543117375471e+00,1.276797515373610858e+00,1.275392590952051153e+00,2.500000000000000000e+01
2.522581543117375258e+00,1.278847188825113612e+00,1.277415266006770134e+00,2.500000000000000000e+01
2.532581543117375045e+00,1.280896862276616144e+00,1.279437941061488893e+00,2.500000000000000000e+01
2.542581543117375276e+00,1.282946535728118898e+00,1.281460616116207873e+00,2.500000000000000000e+01
2.552581543117375507e+00,1.284996209179621651e+00,1.283483291170926854e+00,2.500000000000000000e+01
2.562581543117375293e+00,1.287045882631124405e+00,1.285505966225645835e+00,2.500000000000000000e+01
2.572581543117375080e+00,1.289095556082627159e+00,1.287528641280364372e+00,2.500000000000000000e+01
2.582581543117375311e+00,1.291145229534129690e+00,1.289551316335083575e+00,2.500000000000000000e+01
2.592581543117375542e+00,1.293159991769552208e+00,1.291573991389802334e+00,2.500000000000000000e+01
2.602581543117375329e+00,1.295144429244262874e+00,1.293596666444521315e+00,2.500000000000000000e+01
2.612581543117375116e+00,1.297128866718973539e+00,1.295619341499240074e+00,2.500000000000000000e+01
2.622581543117375347e+00,1.299113304193684204e+00,1.297642016553959055e+00,2.500000000000000000e+01
2.632581543117375578e+00,1.301097741668395091e+00,1.299664691608678035e+00,2.500000000000000000e+01
2.642581543117375364e+00,1.303082179143105757e+00,1.301687366663396794e+00,2.500000000000000000e+01
2.652581543117375151e+00,1.305066616617816422e+00,1.303710041718115775e+00,2.500000000000000000e+01
2.662581543117375382e+00,1.307051054092527309e+00,1.305732716772834756e+00,2.500000000000000000e+01
2.672581543117375613e+00,1.309035491567237974e+00,1.307755391827553515e+00,2.500000000000000000e+01
2.682581543117375400e+00,1.311019929041948640e+00,1.309778066882272274e+00,2.500000000000000000e+01
2.692581543117375187e+00,1.313004366516659305e+00,1.311800741936991255e+00,2.500000000000000000e+01
2.702581543117375418e+00,1.314988803991369970e+00,1.313823416991710236e+00,2.500000000000000000e+01
2.712581543117375649e+00,1.316973241466080857e+00,1.315846092046429217e+00,2.500000000000000000e+01
2.722581543117375436e+00,1.318957678940791522e+00,1.317868767101147975e+00,2.500000000000000000e+01
2.732581543117375222e+00,1.320942116415502188e+00,1.319891442155866956e+00,2.500000000000000000e+01
2.742581543117375453e+00,1.322926553890213075e+00,1.321914117210585937e+00,2.500000000000000000e+01
2.752581543117375684e+00,1.324910991364923740e+00,1.323936792265304696e+00,2.500000000000000000e+01
2.762581543117375471e+00,1.326895428839634405e+00,1.325959467320023455e+00,2.500000000000000000e+01
2.772581543117375258e+00,1.328879866314345071e+00,1.327982142374742214e+00,2.500000000000000000e+01
2.782581543117375489e+00,1.330864303789055736e+00,1.330004817429461417e+00,2.500000000000000000e+01
2.792581543117375720e+00,1.332848741263766623e+00,1.331965747249420851e+00,2.500000000000000000e+01
